municipio;gentilico;populacao_ultimo_senso;densidade_demografica;populacao_estimada;pessoal_ocupado;salario_medio_mensal_trabalhadores_formais;populacao_ocupada;perc_pop_rend_per_capta_meio_sm;matriculas_ensino_fundamental;matriculas_ensino_medio;docentes_ensino_fundamental;tx_escolarizacao_16_14;IDEB_anos_iniciais_ef;IDEB_anos_finais_ef;escolas_ensino_fundamental;escolas_ensino_medio;idhm;pib_per_capta;perc_receitas_fontes_externas;qt_estabelecimentos_saude_sus;area_unidade_territorial;mortalidade_infantil;esgotamento_sanitario_adequado;internacoes_por_diarreia;arborizavao_vias_publixas;urbanizacao_vias_publicas;bioma;sistema_costeiro_marinho;hierarquia_urbana;populacao_exposta_risco;regiao_influencia;regiao_intermediaria;regiao_imediata;mesorregiao;microrregiao
Jambeiro;paulista;5349;29.01;6828;2747;3.1;0.416;0.298;763;181;46;0.977;6.2;4.7;2;1;0.756;38568.38;0.772;1;184.413;;0.646;0.2;0.64;0.588;Mata Atlântica;Não pertence;Capital Regional B (2B) - Município integrante do Arranjo Populacional de São José dos Campos/SP;0;Arranjo Populacional de São Paulo/SP - Grande Metrópole Nacional (1A);São José dos Campos;São José dos Campos;Vale do Paraíba Paulista;Paraibuna/Paraitinga
Guararapes;paulista;30597;31.99;33257;7390;2.3;0.224;0.296;3605;982;203;0.996;6.7;5.2;11;6;0.763;29671.54;0.772;9;955.637;14.71;0.946;1.5;0.991;0.143;Mata Atlântica;Não pertence;Centro Local (5);0;Araçatuba - Capital Regional C (2C);Araçatuba;Araçatuba;Araçatuba;Araçatuba
Bariri;paulista;31593;71.14;35844;9424;2.1;0.267;0.267;3664;946;249;0.963;6.8;5.6;13;5;0.75;33006.92;0.772;12;444.405;5.36;0.978;1.5;0.991;0.155;Cerrado.Mata Atlântica;Não pertence;Centro de Zona B (4B);0;Jaú - Capital Regional C (2C);Bauru;Jaú;Bauru;Jaú
Santa Isabel;paulista;50453;138.87;58529;10693;2.1;0.186;0.348;6727;1894;397;0.978;6.7;5.7;27;11;0.738;26367.17;0.772;12;363.332;6.14;0.78;0.7;0.834;0.608;Mata Atlântica;Não pertence;Grande Metrópole Nacional (1A) - Município integrante do Arranjo Populacional de São Paulo/SP;0;Arranjo Populacional de São Paulo/SP - Grande Metrópole Nacional (1A);São Paulo;São Paulo;Metropolitana de São Paulo;Guarulhos
Cabreúva;paulista;41604;159.87;51130;15588;3.1;0.314;0.315;6893;1913;347;0.973;6.3;5.3;20;8;0.738;107046.16;0.773;8;260.234;6.87;0.897;0.1;0.804;0.403;Mata Atlântica;Não pertence;Capital Regional C (2C) - Município integrante do Arranjo Populacional de Jundiaí/SP;2027;Arranjo Populacional de São Paulo/SP - Grande Metrópole Nacional (1A);Campinas;Jundiaí;Macro Metropolitana Paulista;Sorocaba
Mococa;paulista;66290;77.55;69072;18494;2.2;0.268;0.336;7489;2726;461;0.989;6.2;5.3;24;16;0.762;31325.49;0.774;14;855.156;2.89;0.928;1;0.953;0.245;Cerrado.Mata Atlântica;Não pertence;Centro de Zona A (4A);0;Arranjo Populacional de Ribeirão Preto/SP - Capital Regional A (2A);Campinas;São José do Rio Pardo - Mococa;Campinas;São João da Boa Vista
Nazaré Paulista;paulista;16414;50.31;18866;3395;2.5;0.183;0.357;2109;626;136;0.969;6.7;5.3;11;5;0.678;19790.93;0.775;4;326.254;14.42;0.626;0.8;0.602;0.3;Mata Atlântica;Não pertence;Centro Local (5);0;Arranjo Populacional de Atibaia/SP - Centro Subregional B (3B);Campinas;Bragança Paulista;Macro Metropolitana Paulista;Bragança Paulista
Tupi Paulista;paulista;14269;58.16;15670;2614;1.9;0.169;0.32;1377;381;99;0.994;7.9;5.8;6;2;0.769;20163.93;0.775;6;244.77;;0.867;4.4;0.954;0.068;Mata Atlântica;Não pertence;Centro Local (5) - Município integrante do Arranjo Populacional de Tupi Paulista/SP;0;Dracena - Centro Subregional B (3B);Presidente Prudente;Dracena;Presidente Prudente;Dracena
Tarumã;paulista;12885;42.5;15361;5187;2.5;0.346;0.347;2028;460;142;0.99;7.2;4.9;7;3;0.753;39485.53;0.776;9;302.913;10.93;0.938;0.1;0.961;0.24;Cerrado.Mata Atlântica;Não pertence;Centro Local (5);0;Assis - Centro Subregional A (3A);Marília;Assis;Assis;Assis
Laranjal Paulista;paulista;25251;65.75;29047;10731;2.1;0.376;0.258;3337;916;201;0.981;6.5;5;13;3;0.729;40312.93;0.777;13;384.274;18.92;0.929;2.2;0.81;0.141;Mata Atlântica;Não pertence;Centro de Zona B (4B);0;Arranjo Populacional de Cerquilho - Tietê/SP - Centro Subregional B (3B);Campinas;Piracicaba;Itapetininga;Tatuí
Orindiúva;paulista;5675;22.87;7318;3285;3.4;0.465;0.327;804;185;37;0.993;7.2;6;2;1;0.767;43203.37;0.777;2;247.378;;0.926;0.5;0.896;0.515;Cerrado.Mata Atlântica;Não pertence;Centro Local (5) - Município integrante do Arranjo Populacional de Paulo de Faria - Orindiúva/SP;0;Arranjo Populacional de São José do Rio Preto/SP - Capital Regional B (2B);São José do Rio Preto;São José do Rio Preto;São José do Rio Preto;São José do Rio Preto
Batatais;paulista;56476;66.48;63438;17133;2.5;0.274;0.303;6744;2199;427;0.977;6.6;5.2;24;12;0.761;27051.01;0.778;14;849.526;8.28;0.972;1.6;0.973;0.523;Cerrado.Mata Atlântica;Não pertence;Centro de Zona A (4A);0;Arranjo Populacional de Ribeirão Preto/SP - Capital Regional A (2A);Ribeirão Preto;Ribeirão Preto;Ribeirão Preto;Batatais
Pacaembu;paulista;13226;39.07;14326;2324;2;0.164;0.432;1119;230;79;0.989;6.9;5.2;3;2;0.725;19886.77;0.779;5;339.375;9.17;0.827;2.8;0.976;0.48;Mata Atlântica;Não pertence;Centro Local (5);168;Arranjo Populacional de Adamantina - Lucélia/SP - Centro Subregional B (3B)\. Dracena - Centro Subregional B (3B);Presidente Prudente;Adamantina - Lucélia;Presidente Prudente;Adamantina
José Bonifácio;paulista;32763;38.1;37707;11066;2.1;0.299;0.273;4299;1168;252;0.99;6.3;4.9;12;7;0.777;34118.53;0.78;12;860.2;9.43;0.899;1.5;0.989;0.222;Mata Atlântica;Não pertence;Centro de Zona A (4A);0;Arranjo Populacional de São José do Rio Preto/SP - Capital Regional B (2B);São José do Rio Preto;São José do Rio Preto;São José do Rio Preto;São José do Rio Preto
Zacarias;paulista;2335;7.32;2784;509;2.5;0.187;0.293;316;63;25;0.986;5.9;5.3;2;1;0.729;33303.78;0.781;1;319.056;;0.818;0.4;0.964;0.263;Mata Atlântica;Não pertence;Centro Local (5);0;Arranjo Populacional de São José do Rio Preto/SP - Capital Regional B (2B);Araçatuba;Birigui - Penápolis;São José do Rio Preto;São José do Rio Preto
Paulínia;paulista;82146;592.17;114508;49189;4.5;0.45;0.307;13952;3646;714;0.979;6.6;5.3;29;13;0.795;341552.82;0.781;20;138.777;9.83;0.941;0.2;0.956;0.478;Mata Atlântica;Não pertence;Metrópole (1C) - Município integrante do Arranjo Populacional de Campinas/SP;0;Arranjo Populacional de Campinas/SP - Metrópole (1C);Campinas;Campinas;Campinas;Campinas
Capela do Alto;paulista;17532;103.2;21257;3698;1.8;0.179;0.325;2754;717;157;0.965;6.4;5.3;8;1;0.699;15014.46;0.782;4;169.89;13.79;0.641;0.1;0.764;0.119;Mata Atlântica;Não pertence;Centro Local (5);0;Arranjo Populacional de Sorocaba/SP - Capital Regional B (2B);Sorocaba;Sorocaba;Macro Metropolitana Paulista;Sorocaba
Santa Cruz das Palmeiras;paulista;29932;101.35;35102;6379;2.2;0.186;0.335;3512;932;246;0.973;6.7;5.5;12;8;0.728;15648.97;0.782;11;295.337;5.71;0.98;1.2;0.968;0.445;Cerrado.Mata Atlântica;Não pertence;Centro Local (5);0;Arranjo Populacional de Ribeirão Preto/SP - Capital Regional A (2A);Campinas;São João da Boa Vista;Campinas;Pirassununga
Ibaté;paulista;30734;105.74;35830;7173;2.5;0.204;0.331;4352;1264;262;0.976;7;5.5;15;8;0.703;21736.81;0.782;12;290.978;12.45;0.986;0.2;0.976;0.165;Cerrado.Mata Atlântica;Não pertence;Capital Regional C (2C) - Município integrante do Arranjo Populacional de São Carlos/SP;0;Arranjo Populacional de São Paulo/SP - Grande Metrópole Nacional (1A);Araraquara;São Carlos;Araraquara;São Carlos
Osvaldo Cruz;paulista;30917;124.47;33118;8836;1.9;0.269;0.301;3287;1131;223;0.976;6.9;5.4;15;6;0.762;24730.19;0.783;12;248.038;21.81;0.953;0.8;0.986;0.19;Mata Atlântica;Não pertence;Centro de Zona A (4A);0;Arranjo Populacional de Presidente Prudente/SP - Capital Regional C (2C);Presidente Prudente;Adamantina - Lucélia;Presidente Prudente;Adamantina
